Factor,Año,Codigo Municipio,Municipio,Tipo de Información,Nivel Académico,Valor
Deserción,2014,25817,Tocancipá,Oficial,Secundaria, 0.018982 
Deserción,2014,25817,Tocancipá,Oficial,Media, 0.015299 
Deserción,2014,25817,Tocancipá,Oficial,Total, 0.011503 
Deserción,2014,25899,Zipaquirá,Oficial,Transición, 0.024975 
Deserción,2014,25899,Zipaquirá,Oficial,Primaria, 0.014573 
Deserción,2014,25899,Zipaquirá,Oficial,Secundaria, 0.028912 
Deserción,2014,25899,Zipaquirá,Oficial,Media, 0.021239 
Deserción,2014,25899,Zipaquirá,Oficial,Total, 0.021885 
Deserción,2015,25126,Cajicá,Oficial,Transición, 0.018425 
Deserción,2015,25126,Cajicá,Oficial,Primaria, 0.017794 
Deserción,2015,25126,Cajicá,Oficial,Secundaria, 0.044021 
Deserción,2015,25126,Cajicá,Oficial,Media, 0.028382 
Deserción,2015,25126,Cajicá,Oficial,Total, 0.028821 
Deserción,2015,25126,Cajicá,No Oficial,Transición, 0.013861 
Deserción,2015,25126,Cajicá,No Oficial,Primaria, 0.011647 
Deserción,2015,25126,Cajicá,No Oficial,Secundaria, 0.010547 
Deserción,2015,25126,Cajicá,No Oficial,Media, 0.001585 
Deserción,2015,25126,Cajicá,No Oficial,Total, 0.010305 
Deserción,2015,25175,Chía,Oficial,Transición, 0.024609 
Deserción,2015,25175,Chía,Oficial,Primaria, 0.025449 
Deserción,2015,25175,Chía,Oficial,Secundaria, 0.034192 
Deserción,2015,25175,Chía,Oficial,Media, 0.017878 
Deserción,2015,25175,Chía,Oficial,Total, 0.027671 
Deserción,2015,25175,Chía,No Oficial,Transición, 0.058291 
Deserción,2015,25175,Chía,No Oficial,Primaria, 0.033605 
Deserción,2015,25175,Chía,No Oficial,Secundaria, 0.029491 
Deserción,2015,25175,Chía,No Oficial,Media, 0.015335 
Deserción,2015,25175,Chía,No Oficial,Total, 0.030699 
Deserción,2015,25200,Cogua,Oficial,Transición, 0.029661 
Deserción,2015,25200,Cogua,Oficial,Primaria, 0.011544 
Deserción,2015,25200,Cogua,Oficial,Secundaria, 0.053184 
Deserción,2015,25200,Cogua,Oficial,Media, 0.039788 
Deserción,2015,25200,Cogua,Oficial,Total, 0.032693 
Deserción,2015,25200,Cogua,No Oficial,Transición, -   
Deserción,2015,25200,Cogua,No Oficial,Primaria, 0.005650 
Deserción,2015,25200,Cogua,No Oficial,Secundaria, 0.003861 
Deserción,2015,25200,Cogua,No Oficial,Media, 0.010000 
Deserción,2015,25200,Cogua,No Oficial,Total, 0.005148 
Deserción,2015,25214,Cota,Oficial,Transición, 0.024038 
Deserción,2015,25214,Cota,Oficial,Primaria, 0.015244 
Deserción,2015,25214,Cota,Oficial,Secundaria, 0.032345 
Deserción,2015,25214,Cota,Oficial,Media, 0.039370 
Deserción,2015,25214,Cota,Oficial,Total, 0.025788 
Deserción,2015,25214,Cota,No Oficial,Transición, 0.013298 
Deserción,2015,25214,Cota,No Oficial,Primaria, 0.007234 
Deserción,2015,25214,Cota,No Oficial,Secundaria, 0.012044 
Deserción,2015,25214,Cota,No Oficial,Media, 0.004325 
Deserción,2015,25214,Cota,No Oficial,Total, 0.008880 
Deserción,2015,25295,Gachancipá,Oficial,Transición, 0.030120 
Deserción,2015,25295,Gachancipá,Oficial,Primaria, 0.013238 
Deserción,2015,25295,Gachancipá,Oficial,Secundaria, 0.058219 
Deserción,2015,25295,Gachancipá,Oficial,Media, 0.056122 
Deserción,2015,25295,Gachancipá,Oficial,Total, 0.032676 
Deserción,2015,25295,Gachancipá,No Oficial,Transición, 0.016667 
Deserción,2015,25295,Gachancipá,No Oficial,Primaria, 0.006993 
Deserción,2015,25295,Gachancipá,No Oficial,Secundaria, 0.009259 
Deserción,2015,25295,Gachancipá,No Oficial,Media, -   
Deserción,2015,25295,Gachancipá,No Oficial,Total, 0.007937 
Deserción,2015,25486,Nemocón,Oficial,Transición, 0.027933 
Deserción,2015,25486,Nemocón,Oficial,Primaria, 0.022422 
Deserción,2015,25486,Nemocón,Oficial,Secundaria, 0.066438 
Deserción,2015,25486,Nemocón,Oficial,Media, 0.031250 
Deserción,2015,25486,Nemocón,Oficial,Total, 0.039301 
Deserción,2015,25486,Nemocón,No Oficial,Transición, -   
Deserción,2015,25486,Nemocón,No Oficial,Primaria, 0.007576 
Deserción,2015,25486,Nemocón,No Oficial,Secundaria, 0.033333 
Deserción,2015,25486,Nemocón,No Oficial,Media, -   
Deserción,2015,25486,Nemocón,No Oficial,Total, 0.016783 
Deserción,2015,25758,Sopó,Oficial,Transición, 0.009202 
Deserción,2015,25758,Sopó,Oficial,Primaria, 0.010481 
Deserción,2015,25758,Sopó,Oficial,Secundaria, 0.021780 
Deserción,2015,25758,Sopó,Oficial,Media, 0.005505 
Deserción,2015,25758,Sopó,Oficial,Total, 0.014146 
Deserción,2015,25758,Sopó,No Oficial,Transición, 0.015789 
Deserción,2015,25758,Sopó,No Oficial,Primaria, 0.003145 
Deserción,2015,25758,Sopó,No Oficial,Secundaria, 0.005155 
Deserción,2015,25758,Sopó,No Oficial,Media, -   
Deserción,2015,25758,Sopó,No Oficial,Total, 0.005189 
Deserción,2015,25785,Tabio,Oficial,Transición, 0.036082 
Deserción,2015,25785,Tabio,Oficial,Primaria, 0.007847 
Deserción,2015,25785,Tabio,Oficial,Secundaria, 0.058401 
Deserción,2015,25785,Tabio,Oficial,Media, 0.047264 
Deserción,2015,25785,Tabio,Oficial,Total, 0.035014 
Deserción,2015,25785,Tabio,No Oficial,Transición, 0.020690 
Deserción,2015,25785,Tabio,No Oficial,Primaria, 0.007797 
Deserción,2015,25785,Tabio,No Oficial,Secundaria, 0.013245 
Deserción,2015,25785,Tabio,No Oficial,Media, -   
Deserción,2015,25785,Tabio,No Oficial,Total, 0.009919 
Deserción,2015,25799,Tenjo,Oficial,Transición, 0.038596 
Deserción,2015,25799,Tenjo,Oficial,Primaria, 0.024763 
Deserción,2015,25799,Tenjo,Oficial,Secundaria, 0.057068 
Deserción,2015,25799,Tenjo,Oficial,Media, 0.068878 
Deserción,2015,25799,Tenjo,Oficial,Total, 0.042960 
Deserción,2015,25799,Tenjo,No Oficial,Transición, 0.028986 
Deserción,2015,25799,Tenjo,No Oficial,Primaria, 0.010491 
Deserción,2015,25799,Tenjo,No Oficial,Secundaria, 0.014315 
Deserción,2015,25799,Tenjo,No Oficial,Media, 0.001661 
Deserción,2015,25799,Tenjo,No Oficial,Total, 0.011790 
Deserción,2015,25817,Tocancipá,Oficial,Transición, 0.021484 
Deserción,2015,25817,Tocancipá,Oficial,Primaria, 0.010603 
Deserción,2015,25817,Tocancipá,Oficial,Secundaria, 0.035805 
Deserción,2015,25817,Tocancipá,Oficial,Media, 0.016049 
Deserción,2015,25817,Tocancipá,Oficial,Total, 0.021001 
Deserción,2015,25817,Tocancipá,No Oficial,Transición, -   
Deserción,2015,25817,Tocancipá,No Oficial,Primaria, 0.004594 
Deserción,2015,25817,Tocancipá,No Oficial,Secundaria, 0.002481 
Deserción,2015,25817,Tocancipá,No Oficial,Media, -   
Deserción,2015,25817,Tocancipá,No Oficial,Total, 0.003030 
Deserción,2015,25899,Zipaquirá,Oficial,Transición, 0.030242 
Deserción,2015,25899,Zipaquirá,Oficial,Primaria, 0.024422 
Deserción,2015,25899,Zipaquirá,Oficial,Secundaria, 0.065903 
Deserción,2015,25899,Zipaquirá,Oficial,Media, 0.039909 
Deserción,2015,25899,Zipaquirá,Oficial,Total, 0.043151 
Deserción,2015,25899,Zipaquirá,No Oficial,Transición, 0.018443 
Deserción,2015,25899,Zipaquirá,No Oficial,Primaria, 0.019565 
Deserción,2015,25899,Zipaquirá,No Oficial,Secundaria, 0.022302 
Deserción,2015,25899,Zipaquirá,No Oficial,Media, 0.008949 
Deserción,2015,25899,Zipaquirá,No Oficial,Total, 0.019022 
Deserción,2016,25126,Cajicá,Oficial,Transición, 0.023214 
Deserción,2016,25126,Cajicá,Oficial,Primaria, 0.015643 
Deserción,2016,25126,Cajicá,Oficial,Secundaria, 0.051017 
Deserción,2016,25126,Cajicá,Oficial,Media, 0.018447 
Deserción,2016,25126,Cajicá,Oficial,Total, 0.029572 
Deserción,2016,25126,Cajicá,No Oficial,Transición, 0.028463 
Deserción,2016,25126,Cajicá,No Oficial,Primaria, 0.017131 
Deserción,2016,25126,Cajicá,No Oficial,Secundaria, 0.003958 
Deserción,2016,25126,Cajicá,No Oficial,Media, 0.003300 
Deserción,2016,25126,Cajicá,No Oficial,Total, 0.012793 
Deserción,2016,25175,Chía,Oficial,Transición, 0.033755 
Deserción,2016,25175,Chía,Oficial,Primaria, 0.027643 
Deserción,2016,25175,Chía,Oficial,Secundaria, 0.046245 
Deserción,2016,25175,Chía,Oficial,Media, 0.021289 
Deserción,2016,25175,Chía,Oficial,Total, 0.034054 
Deserción,2016,25175,Chía,No Oficial,Transición, 0.081612 
Deserción,2016,25175,Chía,No Oficial,Primaria, 0.039951 
Deserción,2016,25175,Chía,No Oficial,Secundaria, 0.033314 
Deserción,2016,25175,Chía,No Oficial,Media, 0.022282 
Deserción,2016,25175,Chía,No Oficial,Total, 0.037597 
Deserción,2016,25200,Cogua,Oficial,Transición, 0.031963 
Deserción,2016,25200,Cogua,Oficial,Primaria, 0.026831 
Deserción,2016,25200,Cogua,Oficial,Secundaria, 0.048800 
Deserción,2016,25200,Cogua,Oficial,Media, 0.038549 
Deserción,2016,25200,Cogua,Oficial,Total, 0.037093 
Deserción,2016,25200,Cogua,No Oficial,Transición, -   
Deserción,2016,25200,Cogua,No Oficial,Primaria, 0.005556 
Deserción,2016,25200,Cogua,No Oficial,Secundaria, 0.003597 
Deserción,2016,25200,Cogua,No Oficial,Media, -   
Deserción,2016,25200,Cogua,No Oficial,Total, 0.003623 
Deserción,2016,25214,Cota,Oficial,Transición, 0.026455 
Deserción,2016,25214,Cota,Oficial,Primaria, 0.015949 
Deserción,2016,25214,Cota,Oficial,Secundaria, 0.019409 
Deserción,2016,25214,Cota,Oficial,Media, 0.017021 
Deserción,2016,25214,Cota,Oficial,Total, 0.018030 
Deserción,2016,25214,Cota,No Oficial,Transición, 0.022440 
Deserción,2016,25214,Cota,No Oficial,Primaria, 0.010040 
Deserción,2016,25214,Cota,No Oficial,Secundaria, 0.012634 
Deserción,2016,25214,Cota,No Oficial,Media, 0.009599 
Deserción,2016,25214,Cota,No Oficial,Total, 0.011720 
Deserción,2016,25295,Gachancipá,Oficial,Transición, 0.047297 
Deserción,2016,25295,Gachancipá,Oficial,Primaria, 0.031015 
Deserción,2016,25295,Gachancipá,Oficial,Secundaria, 0.050713 
Deserción,2016,25295,Gachancipá,Oficial,Media, 0.024390 
Deserción,2016,25295,Gachancipá,Oficial,Total, 0.037598 
Deserción,2016,25295,Gachancipá,No Oficial,Transición, -   
Deserción,2016,25295,Gachancipá,No Oficial,Primaria, 0.003279 
Deserción,2016,25295,Gachancipá,No Oficial,Secundaria, -   
Deserción,2016,25295,Gachancipá,No Oficial,Media, -   
Deserción,2016,25295,Gachancipá,No Oficial,Total, 0.001927 
Deserción,2016,25486,Nemocón,Oficial,Transición, 0.024272 
Deserción,2016,25486,Nemocón,Oficial,Primaria, 0.016043 
Deserción,2016,25486,Nemocón,Oficial,Secundaria, 0.038232 
Deserción,2016,25486,Nemocón,Oficial,Media, 0.035599 
Deserción,2016,25486,Nemocón,Oficial,Total, 0.026677 
Deserción,2016,25486,Nemocón,No Oficial,Transición, -   
Deserción,2016,25486,Nemocón,No Oficial,Primaria, 0.007813 
Deserción,2016,25486,Nemocón,No Oficial,Secundaria, 0.043360 
Deserción,2016,25486,Nemocón,No Oficial,Media, 0.018519 
Deserción,2016,25486,Nemocón,No Oficial,Total, 0.025907 
Deserción,2016,25758,Sopó,Oficial,Transición, 0.043321 
Deserción,2016,25758,Sopó,Oficial,Primaria, 0.011494 
Deserción,2016,25758,Sopó,Oficial,Secundaria, 0.014160 
Deserción,2016,25758,Sopó,Oficial,Media, -   
Deserción,2016,25758,Sopó,Oficial,Total, 0.013062 
Deserción,2016,25758,Sopó,No Oficial,Transición, 0.024540 
Deserción,2016,25758,Sopó,No Oficial,Primaria, 0.005908 
Deserción,2016,25758,Sopó,No Oficial,Secundaria, 0.002653 
Deserción,2016,25758,Sopó,No Oficial,Media, -   
Deserción,2016,25758,Sopó,No Oficial,Total, 0.006726 
Deserción,2016,25785,Tabio,Oficial,Transición, 0.027322 
Deserción,2016,25785,Tabio,Oficial,Primaria, 0.012389 
Deserción,2016,25785,Tabio,Oficial,Secundaria, 0.040117 
Deserción,2016,25785,Tabio,Oficial,Media, 0.016746 
Deserción,2016,25785,Tabio,Oficial,Total, 0.024337 
Deserción,2016,25785,Tabio,No Oficial,Transición, 0.007937 
Deserción,2016,25785,Tabio,No Oficial,Primaria, 0.032847 
Deserción,2016,25785,Tabio,No Oficial,Secundaria, 0.018692 
Deserción,2016,25785,Tabio,No Oficial,Media, 0.008197 
Deserción,2016,25785,Tabio,No Oficial,Total, 0.023277 
Deserción,2016,25799,Tenjo,Oficial,Transición, 0.049793 
Deserción,2016,25799,Tenjo,Oficial,Primaria, 0.021898 
Deserción,2016,25799,Tenjo,Oficial,Secundaria, 0.049239 
Deserción,2016,25799,Tenjo,Oficial,Media, 0.031579 
Deserción,2016,25799,Tenjo,Oficial,Total, 0.035071 
Deserción,2016,25799,Tenjo,No Oficial,Transición, 0.008584 
Deserción,2016,25799,Tenjo,No Oficial,Primaria, 0.006630 
Deserción,2016,25799,Tenjo,No Oficial,Secundaria, 0.010225 
Deserción,2016,25799,Tenjo,No Oficial,Media, 0.009042 
Deserción,2016,25799,Tenjo,No Oficial,Total, 0.008368 
Deserción,2016,25817,Tocancipá,Oficial,Transición, 0.040921 
Deserción,2016,25817,Tocancipá,Oficial,Primaria, 0.016361 
Deserción,2016,25817,Tocancipá,Oficial,Secundaria, 0.032627 
Deserción,2016,25817,Tocancipá,Oficial,Media, 0.023095 
Deserción,2016,25817,Tocancipá,Oficial,Total, 0.024427 
Deserción,2016,25817,Tocancipá,No Oficial,Transición, -   
Deserción,2016,25817,Tocancipá,No Oficial,Primaria, 0.005571 
Deserción,2016,25817,Tocancipá,No Oficial,Secundaria, 0.006508 
Deserción,2016,25817,Tocancipá,No Oficial,Media, 0.007407 
Deserción,2016,25817,Tocancipá,No Oficial,Total, 0.005472 
Deserción,2016,25899,Zipaquirá,Oficial,Transición, 0.039871 
Deserción,2016,25899,Zipaquirá,Oficial,Primaria, 0.027123 
Deserción,2016,25899,Zipaquirá,Oficial,Secundaria, 0.070688 
Deserción,2016,25899,Zipaquirá,Oficial,Media, 0.033333 
Deserción,2016,25899,Zipaquirá,Oficial,Total, 0.045527 
Deserción,2016,25899,Zipaquirá,No Oficial,Transición, 0.057692 
Deserción,2016,25899,Zipaquirá,No Oficial,Primaria, 0.008737 
Deserción,2016,25899,Zipaquirá,No Oficial,Secundaria, 0.010969 
Deserción,2016,25899,Zipaquirá,No Oficial,Media, 0.002169 
Deserción,2016,25899,Zipaquirá,No Oficial,Total, 0.013984 
Deserción,2017,25126,Cajicá,Oficial,Transición, 0.031022 
Deserción,2017,25126,Cajicá,Oficial,Primaria, 0.014403 
Deserción,2017,25126,Cajicá,Oficial,Secundaria, 0.048537 
Deserción,2017,25126,Cajicá,Oficial,Media, 0.013245 
Deserción,2017,25126,Cajicá,Oficial,Total, 0.027932 
Deserción,2017,25126,Cajicá,No Oficial,Transición, 0.064516 
Deserción,2017,25126,Cajicá,No Oficial,Primaria, 0.004851 
Deserción,2017,25126,Cajicá,No Oficial,Secundaria, 0.007956 
Deserción,2017,25126,Cajicá,No Oficial,Media, 0.005822 
Deserción,2017,25126,Cajicá,No Oficial,Total, 0.011279 
Deserción,2017,25175,Chía,Oficial,Transición, 0.033014 
Deserción,2017,25175,Chía,Oficial,Primaria, 0.016559 
Deserción,2017,25175,Chía,Oficial,Secundaria, 0.027271 
Deserción,2017,25175,Chía,Oficial,Media, 0.020350 
Deserción,2017,25175,Chía,Oficial,Total, 0.022135 
Deserción,2017,25175,Chía,No Oficial,Transición, 0.065844 
Deserción,2017,25175,Chía,No Oficial,Primaria, 0.038770 
Deserción,2017,25175,Chía,No Oficial,Secundaria, 0.033209 
Deserción,2017,25175,Chía,No Oficial,Media, 0.013889 
Deserción,2017,25175,Chía,No Oficial,Total, 0.034705 
Deserción,2017,25200,Cogua,Oficial,Transición, 0.034314 
Deserción,2017,25200,Cogua,Oficial,Primaria, 0.014296 
Deserción,2017,25200,Cogua,Oficial,Secundaria, 0.041801 
Deserción,2017,25200,Cogua,Oficial,Media, 0.037383 
Deserción,2017,25200,Cogua,Oficial,Total, 0.029329 
Deserción,2017,25200,Cogua,No Oficial,Transición, -   
Deserción,2017,25200,Cogua,No Oficial,Primaria, -   
Deserción,2017,25200,Cogua,No Oficial,Secundaria, -   
Deserción,2017,25200,Cogua,No Oficial,Media, -   
Deserción,2017,25200,Cogua,No Oficial,Total, -   
Deserción,2017,25214,Cota,Oficial,Transición, 0.036145 
Deserción,2017,25214,Cota,Oficial,Primaria, 0.027386 
Deserción,2017,25214,Cota,Oficial,Secundaria, 0.059768 
Deserción,2017,25214,Cota,Oficial,Media, 0.033113 
Deserción,2017,25214,Cota,Oficial,Total, 0.041087 
Deserción,2017,25214,Cota,No Oficial,Transición, 0.017906 
Deserción,2017,25214,Cota,No Oficial,Primaria, 0.008378 
Deserción,2017,25214,Cota,No Oficial,Secundaria, 0.012165 
Deserción,2017,25214,Cota,No Oficial,Media, 0.007719 
Deserción,2017,25214,Cota,No Oficial,Total, 0.010224 
Deserción,2017,25295,Gachancipá,Oficial,Transición, 0.057471 
Deserción,2017,25295,Gachancipá,Oficial,Primaria, 0.024793 
Deserción,2017,25295,Gachancipá,Oficial,Secundaria, 0.052632 
Deserción,2017,25295,Gachancipá,Oficial,Media, 0.033654 
Deserción,2017,25295,Gachancipá,Oficial,Total, 0.036702 
Deserción,2017,25295,Gachancipá,No Oficial,Transición, 0.012821 
Deserción,2017,25295,Gachancipá,No Oficial,Primaria, -   
Deserción,2017,25295,Gachancipá,No Oficial,Secundaria, 0.008264 
Deserción,2017,25295,Gachancipá,No Oficial,Media, -   
Deserción,2017,25295,Gachancipá,No Oficial,Total, 0.003247 
Deserción,2017,25486,Nemocón,Oficial,Transición, 0.044776 
Deserción,2017,25486,Nemocón,Oficial,Primaria, 0.038869 
Deserción,2017,25486,Nemocón,Oficial,Secundaria, 0.043584 
Deserción,2017,25486,Nemocón,Oficial,Media, 0.037162 
Deserción,2017,25486,Nemocón,Oficial,Total, 0.040733 
Deserción,2017,25486,Nemocón,No Oficial,Transición, 0.062500 
Deserción,2017,25486,Nemocón,No Oficial,Primaria, 0.021505 
Deserción,2017,25486,Nemocón,No Oficial,Secundaria, 0.015823 
Deserción,2017,25486,Nemocón,No Oficial,Media, 0.022472 
Deserción,2017,25486,Nemocón,No Oficial,Total, 0.022727 
Deserción,2017,25758,Sopó,Oficial,Transición, 0.035354 
Deserción,2017,25758,Sopó,Oficial,Primaria, 0.012376 
Deserción,2017,25758,Sopó,Oficial,Secundaria, 0.020685 
Deserción,2017,25758,Sopó,Oficial,Media, 0.005093 
Deserción,2017,25758,Sopó,Oficial,Total, 0.015506 
Deserción,2017,25758,Sopó,No Oficial,Transición, 0.013333 
Deserción,2017,25758,Sopó,No Oficial,Primaria, 0.008163 
Deserción,2017,25758,Sopó,No Oficial,Secundaria, 0.006993 
Deserción,2017,25758,Sopó,No Oficial,Media, 0.005848 
Deserción,2017,25758,Sopó,No Oficial,Total, 0.008081 
Deserción,2017,25785,Tabio,Oficial,Transición, 0.004975 
Deserción,2017,25785,Tabio,Oficial,Primaria, 0.003617 
Deserción,2017,25785,Tabio,Oficial,Secundaria, 0.008637 
Deserción,2017,25785,Tabio,Oficial,Media, 0.007371 
Deserción,2017,25785,Tabio,Oficial,Total, 0.006168 
Deserción,2017,25785,Tabio,No Oficial,Transición, 0.028986 
Deserción,2017,25785,Tabio,No Oficial,Primaria, 0.011146 
Deserción,2017,25785,Tabio,No Oficial,Secundaria, 0.014327 
Deserción,2017,25785,Tabio,No Oficial,Media, -   
Deserción,2017,25785,Tabio,No Oficial,Total, 0.012749 
Deserción,2017,25799,Tenjo,Oficial,Transición, 0.035874 
Deserción,2017,25799,Tenjo,Oficial,Primaria, 0.017686 
Deserción,2017,25799,Tenjo,Oficial,Secundaria, 0.035481 
Deserción,2017,25799,Tenjo,Oficial,Media, 0.041298 
Deserción,2017,25799,Tenjo,Oficial,Total, 0.028094 
Deserción,2017,25799,Tenjo,No Oficial,Transición, 0.012987 
Deserción,2017,25799,Tenjo,No Oficial,Primaria, 0.010701 
Deserción,2017,25799,Tenjo,No Oficial,Secundaria, 0.009306 
Deserción,2017,25799,Tenjo,No Oficial,Media, 0.006240 
Deserción,2017,25799,Tenjo,No Oficial,Total, 0.009667 
Deserción,2017,25817,Tocancipá,Oficial,Transición, 0.037037 
Deserción,2017,25817,Tocancipá,Oficial,Primaria, 0.016812 
Deserción,2017,25817,Tocancipá,Oficial,Secundaria, 0.019320 
Deserción,2017,25817,Tocancipá,Oficial,Media, 0.013809 
Deserción,2017,25817,Tocancipá,Oficial,Total, 0.018630 
Deserción,2017,25817,Tocancipá,No Oficial,Transición, 0.017241 
Deserción,2017,25817,Tocancipá,No Oficial,Primaria, 0.005369 
Deserción,2017,25817,Tocancipá,No Oficial,Secundaria, 0.005882 
Deserción,2017,25817,Tocancipá,No Oficial,Media, 0.024000 
Deserción,2017,25817,Tocancipá,No Oficial,Total, 0.008366 
Deserción,2017,25899,Zipaquirá,Oficial,Transición, 0.031762 
Deserción,2017,25899,Zipaquirá,Oficial,Primaria, 0.020418 
Deserción,2017,25899,Zipaquirá,Oficial,Secundaria, 0.054790 
Deserción,2017,25899,Zipaquirá,Oficial,Media, 0.032210 
Deserción,2017,25899,Zipaquirá,Oficial,Total, 0.035983 
Deserción,2017,25899,Zipaquirá,No Oficial,Transición, 0.013468 
Deserción,2017,25899,Zipaquirá,No Oficial,Primaria, 0.019556 
Deserción,2017,25899,Zipaquirá,No Oficial,Secundaria, 0.008482 
Deserción,2017,25899,Zipaquirá,No Oficial,Media, 0.003367 
Deserción,2017,25899,Zipaquirá,No Oficial,Total, 0.014316 
Deserción,2018,25126,Cajicá,Oficial,Transición, 0.012635 
Deserción,2018,25126,Cajicá,Oficial,Primaria, 0.017544 
Deserción,2018,25126,Cajicá,Oficial,Secundaria, 0.036242 
Deserción,2018,25126,Cajicá,Oficial,Media, 0.019000 
Deserción,2018,25126,Cajicá,Oficial,Total, 0.024440 
Deserción,2018,25126,Cajicá,No Oficial,Transición, 0.034632 
Deserción,2018,25126,Cajicá,No Oficial,Primaria, 0.016931 
Deserción,2018,25126,Cajicá,No Oficial,Secundaria, 0.012408 
Deserción,2018,25126,Cajicá,No Oficial,Media, 0.006483 
Deserción,2018,25126,Cajicá,No Oficial,Total, 0.015814 
Deserción,2018,25175,Chía,Oficial,Transición, 0.055281 
Deserción,2018,25175,Chía,Oficial,Primaria, 0.044538 
Deserción,2018,25175,Chía,Oficial,Secundaria, 0.059421 
Deserción,2018,25175,Chía,Oficial,Media, 0.022222 
Deserción,2018,25175,Chía,Oficial,Total, 0.048142 
Deserción,2018,25175,Chía,No Oficial,Transición, 0.124871 
Deserción,2018,25175,Chía,No Oficial,Primaria, 0.045200 
Deserción,2018,25175,Chía,No Oficial,Secundaria, 0.040338 
Deserción,2018,25175,Chía,No Oficial,Media, 0.019862 
Deserción,2018,25175,Chía,No Oficial,Total, 0.044836 
Deserción,2018,25200,Cogua,Oficial,Transición, 0.021459 
Deserción,2018,25200,Cogua,Oficial,Primaria, 0.015430 
Deserción,2018,25200,Cogua,Oficial,Secundaria, 0.029412 
Deserción,2018,25200,Cogua,Oficial,Media, 0.024631 
Deserción,2018,25200,Cogua,Oficial,Total, 0.022333 
Deserción,2018,25200,Cogua,No Oficial,Transición, -   
Deserción,2018,25200,Cogua,No Oficial,Primaria, 0.002532 
Deserción,2018,25200,Cogua,No Oficial,Secundaria, 0.010753 
Deserción,2018,25200,Cogua,No Oficial,Media, -   
Deserción,2018,25200,Cogua,No Oficial,Total, 0.004499 
Deserción,2018,25214,Cota,Oficial,Transición, 0.027907 
Deserción,2018,25214,Cota,Oficial,Primaria, 0.016247 
Deserción,2018,25214,Cota,Oficial,Secundaria, 0.023873 
Deserción,2018,25214,Cota,Oficial,Media, 0.009368 
Deserción,2018,25214,Cota,Oficial,Total, 0.018975 
Deserción,2018,25214,Cota,No Oficial,Transición, 0.012894 
